order_id,customer_name,email,phone,city,country,category,product_name,quantity,unit_price,discount_pct,total_price,payment_method,coupon_code,order_date,status,is_returning_customer,rating
18DB9219,Isabella Gonzalez,isabella.gonzalez30@yahoo.com,+1-856-621-7548,Paris,France,Electronics,Mechanical Keyboard,3,87.03,0.07,242.81,Gift Card,SUMMER20,2024-05-15,Returned,False,
8394472C,Olivia Lee,olivia.lee34@yahoo.com,+1-723-218-7311,Mexico City,Mexico,Sports,Resistance Bands,5,15.95,0.11,70.98,Bank Transfer,FLASH5,2025-01-20,Delivered,False,
E2A52977,Arjun White,arjun.white1@icloud.com,+1-327-837-5920,Amsterdam,Netherlands,Sports,Dumbbell Set,1,79.13,0.24,60.14,Bank Transfer,NEWUSER15,2025-02-06,Delivered,False,4.0
F5230E4C,Henry Khan,henry.khan38@icloud.com,+1-761-953-1006,Mumbai,India,Clothing,Denim Jacket,4,61.01,0.17,202.55,PayPal,SUMMER20,2024-08-30,Delivered,True,5.0
D1C9176A,Fatima Kumar,fatima.kumar78@outlook.com,+1-727-779-6491,Berlin,Germany,Home & Kitchen,Blender,2,63.73,0.13,110.89,Credit Card,,2024-08-25,Returned,True,4.0
952519A0,Sophia Lopez,sophia.lopez26@yahoo.com,+1-844-689-4185,Mumbai,India,Electronics,Wireless Earbuds,4,69.58,0.15,236.57,Gift Card,DEAL25,2024-05-18,Cancelled,False,5.0
FCCE45A0,Henry Davis,henry.davis19@gmail.com,+1-770-355-2988,New York,United States,Electronics,Webcam HD,2,71.25,0.2,114.0,UPI,DEAL25,2026-02-15,Delivered,False,5.0
956B9D8B,Harper Patel,harper.patel41@hotmail.com,+1-465-869-5050,São Paulo,Brazil,Sports,Water Bottle,5,23.52,0.11,104.66,Gift Card,DEAL25,2024-08-14,Delivered,False,3.0
93C081BC,Benjamin Harris,benjamin.harris10@outlook.com,+1-910-256-4505,Mumbai,India,Clothing,Yoga Pants,5,38.42,0.02,188.26,Credit Card,SAVE10,2024-08-06,Shipped,False,4.0
A7581483,Harper Harris,harper.harris54@gmail.com,+1-206-460-5892,São Paulo,Brazil,Clothing,Cotton T-Shirt,5,17.78,0.24,67.56,UPI,FLASH5,2024-03-25,Returned,False,5.0
A73F5E71,Ananya Wang,ananya.wang70@icloud.com,+1-895-917-7624,Amsterdam,Netherlands,Clothing,Cotton T-Shirt,4,14.38,0.12,50.62,Gift Card,NEWUSER15,2025-04-07,Delivered,False,2.0
1669FC85,Evelyn Robinson,evelyn.robinson4@hotmail.com,+1-251-366-7211,Toronto,Canada,Sports,Water Bottle,1,28.25,0.16,23.73,PayPal,DEAL25,2024-07-21,Delivered,False,4.0
C4870775,Lucas Zhang,lucas.zhang49@outlook.com,+1-429-765-2124,Paris,France,Home & Kitchen,Knife Set,4,80.08,0.0,320.32,Gift Card,,2025-09-08,Delivered,True,3.0
B2CA2EF4,William Gonzalez,william.gonzalez3@icloud.com,+1-462-885-7043,Rome,Italy,Clothing,Denim Jacket,1,46.3,0.14,39.82,Debit Card,DEAL25,2024-10-14,Pending,True,2.0
29B8D1AC,Isabella Brown,isabella.brown75@gmail.com,+1-907-950-4978,Mexico City,Mexico,Books,Cooking Basics,4,28.54,0.1,102.74,Credit Card,,2024-09-24,Cancelled,False,1.0
C161DA41,Fatima Kumar,fatima.kumar6@outlook.com,+1-701-208-8102,Mumbai,India,Sports,Jump Rope,1,19.91,0.13,17.32,PayPal,,2025-02-17,Cancelled,False,2.0
A7242A71,Charlotte Garcia,charlotte.garcia94@icloud.com,+1-806-374-6280,Rome,Italy,Books,Cooking Basics,5,31.15,0.19,126.16,Debit Card,FLASH5,2025-06-24,Returned,True,4.0
61BDF969,Carlos Harris,carlos.harris32@hotmail.com,+1-417-463-5232,São Paulo,Brazil,Sports,Water Bottle,3,28.35,0.01,84.2,PayPal,,2025-01-31,Delivered,False,5.0
97D57B66,James Thompson,james.thompson25@gmail.com,+1-928-602-8342,Amsterdam,Netherlands,Clothing,Sneakers,5,92.5,0.19,374.62,Credit Card,DEAL25,2026-02-10,Delivered,False,3.0
1528BAAA,Henry Khan,henry.khan32@outlook.com,+1-919-564-5438,Paris,France,Sports,Resistance Bands,5,26.82,0.09,122.03,PayPal,NEWUSER15,2025-09-19,Delivered,True,1.0
B1B8985D,Ananya Miller,ananya.miller41@gmail.com,+1-398-403-4727,London,United Kingdom,Sports,Dumbbell Set,4,65.31,0.07,242.95,PayPal,SUMMER20,2025-10-29,Delivered,False,
6FC4F299,Arjun Robinson,arjun.robinson17@outlook.com,+1-787-391-8690,New York,United States,Electronics,Wireless Earbuds,2,94.26,0.16,158.36,UPI,,2025-07-20,Shipped,False,2.0
B5AE82A7,Emma Wilson,emma.wilson62@gmail.com,+1-776-411-2395,Toronto,Canada,Electronics,Bluetooth Speaker,5,94.08,0.16,395.14,Debit Card,,2024-04-28,Delivered,False,3.0
C59D71D9,Mohamed Thompson,mohamed.thompson49@hotmail.com,+1-957-201-4404,Mexico City,Mexico,Home & Kitchen,Knife Set,4,81.6,0.08,300.29,Gift Card,,2025-11-30,Delivered,False,1.0
4A59C93C,Ava Davis,ava.davis23@icloud.com,+1-437-395-5632,New York,United States,Electronics,Smartphone Case,4,10.04,0.17,33.33,Gift Card,SUMMER20,2025-06-29,Returned,False,1.0
8543AE1B,Priya Davis,priya.davis34@icloud.com,+1-261-269-6039,London,United Kingdom,Clothing,Cotton T-Shirt,2,12.29,0.16,20.65,Bank Transfer,,2024-12-02,Cancelled,False,5.0
67664E7D,Olivia Harris,olivia.harris89@outlook.com,+1-952-430-5102,Mumbai,India,Home & Kitchen,Knife Set,4,60.02,0.11,213.67,Credit Card,,2025-11-07,Delivered,True,
BD6906ED,Mohamed Ali,mohamed.ali35@icloud.com,+1-799-546-9056,Toronto,Canada,Electronics,Webcam HD,4,87.8,0.13,305.54,Credit Card,SUMMER20,2025-05-31,Shipped,False,5.0
659A9587,Lucas Anderson,lucas.anderson86@gmail.com,+1-290-422-5135,São Paulo,Brazil,Clothing,Yoga Pants,4,41.46,0.07,154.23,PayPal,,2025-04-19,Delivered,False,5.0
998BBDB2,Chen Smith,chen.smith85@icloud.com,+1-408-373-9998,New York,United States,Home & Kitchen,Blender,5,38.51,0.09,175.22,Debit Card,DEAL25,2025-07-28,Delivered,False,5.0
4AD616AE,Olivia Smith,olivia.smith81@icloud.com,+1-316-572-2924,Sydney,Australia,Clothing,Sneakers,5,72.66,0.0,363.3,Gift Card,,2025-04-26,Returned,True,5.0
985EC39E,Maria Khan,maria.khan38@icloud.com,+1-395-713-9327,Mumbai,India,Books,Sci-Fi Novel,4,18.34,0.06,68.96,Gift Card,,2025-09-20,Delivered,True,4.0
A0AF5B0A,Mohamed Lopez,mohamed.lopez54@outlook.com,+1-657-651-8935,Toronto,Canada,Sports,Resistance Bands,3,35.5,0.18,87.33,PayPal,DEAL25,2025-10-27,Delivered,False,5.0
983D84A1,Maria Anderson,maria.anderson25@yahoo.com,+1-879-911-3492,Mumbai,India,Sports,Jump Rope,4,13.49,0.01,53.42,UPI,FLASH5,2025-07-02,Delivered,True,5.0
F52F0059,Ethan Anderson,ethan.anderson13@hotmail.com,+1-680-900-5342,London,United Kingdom,Electronics,Laptop Stand,1,56.86,0.18,46.63,PayPal,,2025-04-28,Pending,False,1.0
F41D3DCF,Mei Anderson,mei.anderson87@icloud.com,+1-846-800-5708,Sydney,Australia,Home & Kitchen,Knife Set,4,67.6,0.22,210.91,Debit Card,,2024-04-10,Cancelled,True,5.0
DA775D9B,Olivia Zhang,olivia.zhang82@gmail.com,+1-583-541-3385,Paris,France,Home & Kitchen,Coffee Maker,1,95.51,0.01,94.55,Debit Card,SUMMER20,2024-05-01,Pending,False,2.0
382F731F,Ava Garcia,ava.garcia11@icloud.com,+1-853-360-8529,São Paulo,Brazil,Home & Kitchen,Instant Pot,4,161.97,0.23,498.87,PayPal,SAVE10,2024-07-29,Cancelled,True,5.0
FC49E1A5,Carlos Taylor,carlos.taylor87@icloud.com,+1-456-567-5949,Rome,Italy,Clothing,Running Shoes,3,80.91,0.25,182.05,Debit Card,FLASH5,2025-01-05,Shipped,False,1.0
E78B49FD,Sophia Jackson,sophia.jackson74@outlook.com,+1-208-679-1803,Berlin,Germany,Sports,Resistance Bands,3,39.81,0.01,118.24,Bank Transfer,FLASH5,2026-01-08,Cancelled,False,4.0
CDFD3714,Mohamed Lopez,mohamed.lopez30@icloud.com,+1-299-742-1645,Amsterdam,Netherlands,Books,Data Science Handbook,5,49.09,0.06,230.72,PayPal,,2026-01-09,Returned,False,
F74C03A5,Ethan Thomas,ethan.thomas94@yahoo.com,+1-713-379-3695,Tokyo,Japan,Electronics,USB-C Hub,4,46.33,0.04,177.91,PayPal,NEWUSER15,2024-07-18,Returned,False,4.0
383AADF9,Ananya Nguyen,ananya.nguyen44@gmail.com,+1-574-192-7464,Tokyo,Japan,Home & Kitchen,Air Fryer,2,72.66,0.22,113.35,Credit Card,FLASH5,2026-01-24,Delivered,True,5.0
DF1E3A35,Mia Ali,mia.ali96@outlook.com,+1-834-674-6374,New York,United States,Sports,Jump Rope,3,22.33,0.03,64.98,Bank Transfer,DEAL25,2024-10-30,Delivered,True,5.0
7B6CC3A5,Maria Khan,maria.khan39@hotmail.com,+1-440-650-3222,London,United Kingdom,Electronics,Smartphone Case,1,10.9,0.08,10.03,UPI,,2025-07-22,Shipped,False,5.0
8F8CD256,Charlotte Kumar,charlotte.kumar96@yahoo.com,+1-579-322-8264,Rome,Italy,Home & Kitchen,Cutting Board,4,15.17,0.15,51.58,UPI,,2024-12-16,Delivered,False,1.0
D23F7293,Priya Thomas,priya.thomas70@outlook.com,+1-417-757-1349,Amsterdam,Netherlands,Electronics,Bluetooth Speaker,1,70.34,0.24,53.46,Credit Card,,2025-06-13,Returned,False,3.0
45F47281,Noah Lopez,noah.lopez73@yahoo.com,+1-810-102-5542,Toronto,Canada,Electronics,Webcam HD,2,88.25,0.15,150.03,Debit Card,NEWUSER15,2024-10-29,Delivered,False,2.0
8812C347,Olivia Ali,olivia.ali4@yahoo.com,+1-253-229-7897,Berlin,Germany,Electronics,USB-C Hub,2,69.49,0.15,118.13,Bank Transfer,,2024-03-21,Delivered,True,5.0
2958FCFA,Alexander Zhang,alexander.zhang47@icloud.com,+1-858-131-1996,São Paulo,Brazil,Sports,Yoga Mat,2,33.55,0.24,51.0,UPI,SUMMER20,2024-04-18,Returned,False,5.0
F0F3AA09,Priya Brown,priya.brown63@hotmail.com,+1-811-643-5831,Mumbai,India,Electronics,Wireless Earbuds,2,75.76,0.02,148.49,UPI,NEWUSER15,2024-12-11,Pending,False,1.0
BD7F3155,Fatima Khan,fatima.khan15@icloud.com,+1-947-197-6120,Mumbai,India,Clothing,Cotton T-Shirt,2,19.02,0.1,34.24,UPI,FLASH5,2025-06-12,Delivered,False,4.0
7680652E,Noah Ali,noah.ali61@gmail.com,+1-261-700-6400,Tokyo,Japan,Electronics,Webcam HD,4,54.26,0.02,212.7,Gift Card,,2025-03-21,Delivered,False,4.0
76221836,Mei Ali,mei.ali97@hotmail.com,+1-872-593-4674,Toronto,Canada,Electronics,USB-C Hub,3,60.01,0.03,174.63,Credit Card,SAVE10,2025-08-06,Delivered,False,1.0
59C32539,Mohamed Wilson,mohamed.wilson74@yahoo.com,+1-873-949-5381,Mexico City,Mexico,Home & Kitchen,Instant Pot,5,196.94,0.15,837.0,Credit Card,,2025-12-23,Delivered,False,4.0
7243BFE2,Maria Anderson,maria.anderson45@gmail.com,+1-964-643-4524,London,United Kingdom,Clothing,Denim Jacket,4,68.31,0.02,267.78,UPI,,2025-12-13,Shipped,False,4.0
C3C18D4E,Ava Thomas,ava.thomas40@outlook.com,+1-283-378-8259,Amsterdam,Netherlands,Sports,Water Bottle,1,16.69,0.04,16.02,Gift Card,,2025-11-27,Shipped,False,5.0
40B07D58,Charlotte Wilson,charlotte.wilson28@icloud.com,+1-883-415-1744,Tokyo,Japan,Electronics,USB-C Hub,3,51.49,0.17,128.21,Debit Card,DEAL25,2025-11-02,Shipped,True,
AC8365B6,William Taylor,william.taylor28@yahoo.com,+1-589-645-4770,Toronto,Canada,Books,Self Help Guide,1,16.93,0.12,14.9,Bank Transfer,,2025-05-19,Pending,False,1.0
A6069716,Henry Nguyen,henry.nguyen95@gmail.com,+1-614-826-7843,Mexico City,Mexico,Home & Kitchen,Air Fryer,1,101.37,0.22,79.07,PayPal,FLASH5,2025-10-15,Delivered,False,
1A76D9B3,Lucas Garcia,lucas.garcia80@hotmail.com,+1-280-505-6083,Tokyo,Japan,Books,Python Programming,1,33.09,0.06,31.1,Gift Card,FLASH5,2025-10-29,Delivered,True,4.0
00C82175,Mohamed Garcia,mohamed.garcia10@icloud.com,+1-305-249-5193,Sydney,Australia,Electronics,Laptop Stand,3,42.84,0.09,116.95,Debit Card,,2025-12-25,Delivered,True,1.0
C403DE5E,Ava Zhang,ava.zhang81@hotmail.com,+1-523-254-8205,Amsterdam,Netherlands,Home & Kitchen,Instant Pot,4,171.18,0.17,568.32,Credit Card,NEWUSER15,2025-10-04,Shipped,False,4.0
4A9BC7D1,Fatima Wilson,fatima.wilson76@gmail.com,+1-278-760-2479,Berlin,Germany,Books,Cooking Basics,4,16.47,0.11,58.63,Bank Transfer,NEWUSER15,2024-05-02,Pending,False,5.0
22ADAB33,Ethan Robinson,ethan.robinson95@gmail.com,+1-661-205-6626,New York,United States,Home & Kitchen,Instant Pot,3,158.21,0.15,403.44,Gift Card,,2025-07-31,Delivered,True,
474A841D,Sophia Khan,sophia.khan57@hotmail.com,+1-993-446-1857,Mumbai,India,Sports,Water Bottle,3,27.19,0.09,74.23,Gift Card,FLASH5,2024-12-19,Cancelled,False,1.0
D08971A9,Lucas Brown,lucas.brown72@hotmail.com,+1-879-244-6731,Mexico City,Mexico,Books,Self Help Guide,5,21.67,0.22,84.51,PayPal,,2025-02-09,Cancelled,False,2.0
D98C4F82,Evelyn Khan,evelyn.khan11@outlook.com,+1-886-533-9331,Amsterdam,Netherlands,Sports,Jump Rope,3,19.64,0.2,47.14,PayPal,,2026-01-20,Delivered,False,4.0
EE4807E6,Ava Miller,ava.miller44@hotmail.com,+1-544-997-3147,Amsterdam,Netherlands,Clothing,Denim Jacket,2,89.99,0.02,176.38,Bank Transfer,,2024-06-16,Shipped,True,2.0
944D29E2,Ava Gonzalez,ava.gonzalez89@icloud.com,+1-491-870-8355,Mexico City,Mexico,Clothing,Sneakers,4,95.0,0.09,345.8,Debit Card,DEAL25,2024-11-03,Pending,True,4.0
1C82F075,Fatima Lopez,fatima.lopez61@yahoo.com,+1-404-920-3267,Toronto,Canada,Books,Cooking Basics,4,34.68,0.19,112.36,PayPal,FLASH5,2025-03-31,Delivered,False,4.0
484A87DA,Harper Brown,harper.brown92@icloud.com,+1-293-327-8391,Mumbai,India,Electronics,USB-C Hub,2,34.18,0.07,63.57,PayPal,,2025-08-12,Delivered,False,
2E3187D7,Henry Thompson,henry.thompson48@yahoo.com,+1-340-139-5700,Toronto,Canada,Home & Kitchen,Air Fryer,1,93.73,0.08,86.23,UPI,NEWUSER15,2024-06-14,Cancelled,True,5.0
889429FA,Alexander Patel,alexander.patel1@gmail.com,+1-994-395-4893,London,United Kingdom,Electronics,USB-C Hub,2,40.77,0.14,70.12,PayPal,FLASH5,2025-11-18,Delivered,True,3.0
7ED3D235,Charlotte Sharma,charlotte.sharma80@hotmail.com,+1-347-398-8032,Rome,Italy,Electronics,Wireless Earbuds,4,116.93,0.15,397.56,Credit Card,SAVE10,2024-03-21,Pending,False,3.0
DBF5C8C5,Ethan White,ethan.white24@gmail.com,+1-681-144-7338,Mumbai,India,Sports,Resistance Bands,5,16.68,0.14,71.72,PayPal,,2025-08-06,Delivered,True,4.0
78485B37,Fatima Williams,fatima.williams45@yahoo.com,+1-379-950-8612,Amsterdam,Netherlands,Electronics,Webcam HD,3,79.09,0.03,230.15,Gift Card,NEWUSER15,2025-02-28,Shipped,True,2.0
89AB85E3,Liam Khan,liam.khan59@gmail.com,+1-607-934-9897,Tokyo,Japan,Books,Data Science Handbook,2,31.3,0.22,48.83,UPI,SUMMER20,2025-01-22,Delivered,True,3.0
DB4E1E25,Isabella Thomas,isabella.thomas7@outlook.com,+1-391-608-9151,Paris,France,Books,Python Programming,4,43.97,0.22,137.19,PayPal,FLASH5,2025-05-29,Returned,False,1.0
FB872111,Ananya White,ananya.white11@hotmail.com,+1-656-717-7981,Berlin,Germany,Sports,Dumbbell Set,3,93.63,0.03,272.46,Debit Card,SUMMER20,2025-02-03,Cancelled,False,4.0
D1CFA466,Alexander Johnson,alexander.johnson94@outlook.com,+1-725-920-3621,Paris,France,Sports,Jump Rope,1,14.11,0.02,13.83,Credit Card,FLASH5,2025-12-17,Delivered,False,
C00C3636,Noah Williams,noah.williams31@outlook.com,+1-580-554-2259,Paris,France,Books,Sci-Fi Novel,1,19.48,0.15,16.56,Bank Transfer,DEAL25,2026-01-29,Delivered,False,5.0
6CD31464,Lucas Sharma,lucas.sharma36@yahoo.com,+1-993-366-8311,Berlin,Germany,Electronics,Wireless Earbuds,4,108.84,0.13,378.76,Debit Card,,2025-10-01,Pending,False,5.0
021857AC,William Brown,william.brown18@gmail.com,+1-555-826-2063,Amsterdam,Netherlands,Home & Kitchen,Coffee Maker,4,111.88,0.25,335.64,Bank Transfer,NEWUSER15,2026-02-01,Pending,False,4.0
B47BDEA0,Mei Garcia,mei.garcia92@yahoo.com,+1-569-667-7044,New York,United States,Books,Cooking Basics,2,19.47,0.2,31.15,UPI,DEAL25,2024-11-02,Returned,True,1.0
B354833A,Liam Taylor,liam.taylor51@hotmail.com,+1-677-796-9476,São Paulo,Brazil,Sports,Jump Rope,5,21.53,0.02,105.5,PayPal,,2025-01-23,Delivered,True,2.0
AEF6865A,Charlotte Thompson,charlotte.thompson8@gmail.com,+1-731-390-2292,Paris,France,Sports,Dumbbell Set,2,74.32,0.08,136.75,PayPal,SAVE10,2026-03-01,Delivered,False,2.0
0C9364CD,Raj Taylor,raj.taylor79@icloud.com,+1-839-837-6531,Amsterdam,Netherlands,Electronics,Laptop Stand,5,47.42,0.24,180.2,Bank Transfer,,2024-08-09,Delivered,True,1.0
8AACB28E,Emma Sharma,emma.sharma99@icloud.com,+1-758-396-5949,Amsterdam,Netherlands,Books,Data Science Handbook,4,53.0,0.15,180.2,UPI,DEAL25,2024-04-05,Delivered,False,4.0
DD1E49AB,Alexander Williams,alexander.williams89@gmail.com,+1-935-426-6658,Paris,France,Clothing,Cotton T-Shirt,4,18.3,0.05,69.54,UPI,,2025-11-16,Delivered,False,5.0
66A897CA,Harper Brown,harper.brown41@yahoo.com,+1-830-528-5067,Mumbai,India,Home & Kitchen,Air Fryer,2,84.06,0.04,161.4,Debit Card,SUMMER20,2024-04-25,Returned,False,4.0
80871D8D,William Zhang,william.zhang21@hotmail.com,+1-668-346-4524,Tokyo,Japan,Sports,Jump Rope,3,17.47,0.12,46.12,Bank Transfer,FLASH5,2024-06-05,Delivered,True,
AB908BAC,Isabella Martin,isabella.martin77@hotmail.com,+1-574-146-7563,Mumbai,India,Books,Cooking Basics,1,15.15,0.11,13.48,Credit Card,NEWUSER15,2024-11-30,Pending,True,4.0
A4A7BBC6,Harper Taylor,harper.taylor10@hotmail.com,+1-299-503-7114,Toronto,Canada,Sports,Jump Rope,3,21.46,0.21,50.86,PayPal,,2025-12-03,Pending,False,2.0
64C2D643,William Patel,william.patel66@hotmail.com,+1-820-627-3290,Toronto,Canada,Sports,Yoga Mat,2,21.35,0.18,35.01,PayPal,DEAL25,2025-07-03,Pending,False,2.0
E18464FE,Henry Patel,henry.patel95@outlook.com,+1-217-477-6427,São Paulo,Brazil,Sports,Resistance Bands,5,27.67,0.13,120.36,Gift Card,SUMMER20,2026-02-28,Delivered,False,4.0
9B6F91AB,Fatima Lee,fatima.lee93@gmail.com,+1-736-744-7229,Toronto,Canada,Sports,Jump Rope,5,13.97,0.14,60.07,Debit Card,DEAL25,2024-04-26,Returned,True,
C4A4A8AC,Ethan Khan,ethan.khan15@yahoo.com,+1-993-726-8726,Tokyo,Japan,Electronics,Bluetooth Speaker,2,74.5,0.1,134.1,Gift Card,FLASH5,2024-09-29,Cancelled,True,2.0
7BC825AA,Mason Miller,mason.miller72@outlook.com,+1-562-792-5331,Tokyo,Japan,Home & Kitchen,Instant Pot,2,125.21,0.11,222.87,Bank Transfer,NEWUSER15,2025-09-01,Shipped,True,3.0
B7969835,Benjamin Robinson,benjamin.robinson39@yahoo.com,+1-324-687-9899,Berlin,Germany,Books,Self Help Guide,4,21.45,0.08,78.94,UPI,SUMMER20,2025-02-25,Shipped,False,2.0
C77F0A25,Isabella Johnson,isabella.johnson37@gmail.com,+1-912-378-3249,Tokyo,Japan,Books,Sci-Fi Novel,4,16.55,0.05,62.89,Credit Card,SUMMER20,2025-09-07,Pending,True,3.0
5D33C4D7,Emma Ali,emma.ali68@yahoo.com,+1-763-261-7666,New York,United States,Clothing,Running Shoes,3,57.0,0.18,140.22,Gift Card,,2024-06-15,Shipped,False,3.0
1F6C9014,Mohamed Taylor,mohamed.taylor42@outlook.com,+1-380-137-7504,Mumbai,India,Electronics,Webcam HD,5,54.46,0.06,255.96,UPI,,2024-04-12,Delivered,False,
D1E2B0EC,James Taylor,james.taylor73@icloud.com,+1-397-928-2845,Berlin,Germany,Electronics,USB-C Hub,5,44.22,0.13,192.36,PayPal,DEAL25,2024-07-20,Delivered,False,4.0
9147FF59,Arjun Garcia,arjun.garcia2@outlook.com,+1-727-435-2421,Mumbai,India,Books,Cooking Basics,2,28.48,0.04,54.68,UPI,FLASH5,2025-12-19,Cancelled,True,2.0
2335ECFE,Noah Martin,noah.martin42@yahoo.com,+1-940-686-1187,Mexico City,Mexico,Electronics,USB-C Hub,4,49.17,0.19,159.31,PayPal,SUMMER20,2025-02-05,Cancelled,False,3.0
A90628DC,Emma Ali,emma.ali16@hotmail.com,+1-320-754-5833,Rome,Italy,Books,Data Science Handbook,5,42.15,0.23,162.28,PayPal,SUMMER20,2026-02-23,Pending,True,3.0
F08B6AB6,Noah Martin,noah.martin20@hotmail.com,+1-896-872-2341,Sydney,Australia,Sports,Resistance Bands,5,25.39,0.23,97.75,Bank Transfer,SAVE10,2025-09-06,Shipped,False,1.0
42FF6424,Maria Kumar,maria.kumar15@gmail.com,+1-896-310-9008,London,United Kingdom,Sports,Water Bottle,5,19.03,0.04,91.34,Credit Card,DEAL25,2025-02-03,Pending,False,
F967C0B8,Alexander Jones,alexander.jones66@hotmail.com,+1-460-936-1049,Mumbai,India,Home & Kitchen,Instant Pot,4,86.92,0.17,288.57,Gift Card,,2025-01-14,Delivered,True,
9369B07B,Charlotte Thomas,charlotte.thomas90@gmail.com,+1-618-284-3218,Berlin,Germany,Sports,Yoga Mat,1,48.03,0.25,36.02,Gift Card,,2025-07-01,Cancelled,False,4.0
